sentence,intensity_level,intensity_level_normalized,intensity_category,clean_sentence
"পুলিশ র‍্যাব মাদক সন্ত্রাসী দের যেভাবে ক্রসফায়ার করে শেষ করে দেয়, ঠিক সেই ভাবেই এই সমস্ত দুর্নীতি বাজ দের ক্রসফায়ার করে শেষ করে দেওয়া হোক।",6,5,Death,"পুলিশ র‍্যাব মাদক সন্ত্রাসী দের যেভাবে ক্রসফায়ার করে শেষ করে দেয়, ঠিক সেই ভাবেই এই সমস্ত দুর্নীতি বাজ দের ক্রসফায়ার করে শেষ করে দেওয়া হোক।"
এই কুত্তারে জবাই করে ফেলুক বাংলাদেশ সরকারে,6,5,Death,এই কুত্তারে জবাই করে ফেলুক বাংলাদেশ সরকারে
নাম এক বলদ,4,3,Dehumanizing,নাম এক বলদ
সোনাব্রে সো ছাগলা সোদা,4,3,Dehumanizing,সোনাব্রে সো ছাগলা সোদা
রানু মন্ডল বেইমান রানু মন্ডল বেইমান চিটিংবাজ বের করে দিক স্টুডিও থেকে,2,1,Negative Action,রানু মন্ডল বেইমান রানু মন্ডল বেইমান চিটিংবাজ বের করে দিক স্টুডিও থেকে
"বাবা ছিল কম্বল চোর, আমি হলাম ভোট চোর",2,1,Negative Action,"বাবা ছিল কম্বল চোর, আমি হলাম ভোট চোর"
মুসলমান তাই বাংলাদেশ কিংবা ভারত কোথাও ওদের জায়গা হচ্চেনা যদি ওরা হিন্দু অথবা অন্য ধর্মের কেউ হত তাহলে বাংলাদেশে ওদের জায়গা হয়ে যেতো	Geopolitical,2,1,Negative Action,মুসলমান তাই বাংলাদেশ কিংবা ভারত কোথাও ওদের জায়গা হচ্চেনা যদি ওরা হিন্দু অথবা অন্য ধর্মের কেউ হত তাহলে বাংলাদেশে ওদের জায়গা হয়ে যেতো Geopolitical
ধর্মীয় ওয়াজ মাহফিলে নারীদের যেভাবে উপস্থাপন করে ধর্ম ব্যবসায়ীরা,1,0,Disagreement,ধর্মীয় ওয়াজ মাহফিলে নারীদের যেভাবে উপস্থাপন করে ধর্ম ব্যবসায়ীরা
আমাদের মনে অনেক কষ্ট আমাদের দেশের ইউটিউবার গুলা নষ্ট,1,0,Disagreement,আমাদের মনে অনেক কষ্ট আমাদের দেশের ইউটিউবার গুলা নষ্ট
তোর মার ভোদার খবর খানকী মাগী,3,2,Negative Character,তোর মার ভোদার খবর খানকী মাগী
কত টাকা মাগি,3,2,Negative Character,কত টাকা মাগি
এদেরকে প্রকাশ্যে ফাসি দেওয়া হোক  	Personal,6,5,Death,এদেরকে প্রকাশ্যে ফাসি দেওয়া হোক Personal
শালারে পাইলে মুখে লাথি মারতাম,5,4,Violence,শালারে পাইলে মুখে লাথি মারতাম
গুলি করে দাও হারামযাদাকে,6,5,Death,গুলি করে দাও হারামযাদাকে
ভারতীয় বিএসএফ সালে জন বাংলাদেশীকে হত্যা করে  সালে জন  সালে জন  সালে জন  সালে জন  সালে জন  সালে জন  সালে জন  সালে পাওয়া যায়নি  সালে জন  সালে জন  সালে জন  সালে জন  সালে জন  সালে জন  সালে জন  সালে জন  সালে জন  সালে জন  সালে জন  সালে চলমান 	Geopolitical,2,1,Negative Action,ভারতীয় বিএসএফ সালে জন বাংলাদেশীকে হত্যা করে সালে জন সালে জন সালে জন সালে জন সালে জন সালে জন সালে জন সালে পাওয়া যায়নি সালে জন সালে জন সালে জন সালে জন সালে জন সালে জন সালে জন সালে জন সালে জন সালে জন সালে জন সালে চলমান Geopolitical
আওয়ামী বাইনচুদদের ব্রাষ্টফাইয়ার করে জাহান্নামে পাঠানো দরকার 😠,6,5,Death,আওয়ামী বাইনচুদদের ব্রাষ্টফাইয়ার করে জাহান্নামে পাঠানো দরকার
এদের বিশাল বড় ভোট ব্যাংক আছে।তাই কোন পলিটিকাল পার্টি আর প্রশাসন এদের ঘাটায় না।আর এই সুযোগেই এরা আমাদের অবোধ মানুষদের বোকাচোদা বানাইতেসে!,3,2,Negative Character,এদের বিশাল বড় ভোট ব্যাংক আছে।তাই কোন পলিটিকাল পার্টি আর প্রশাসন এদের ঘাটায় না।আর এই সুযোগেই এরা আমাদের অবোধ মানুষদের বোকাচোদা বানাইতেসে!
আমাদের দেশে এতো গাঁধার দল আছে আগে সেটা জানতাম না� এদের মধ্যে কারোর নায়ক হওয়ার যোগ্যতা নাই� আমাদের দেশে স্মার্ট ছেলে বলতে গেলে নাই!,1,0,Disagreement,আমাদের দেশে এতো গাঁধার দল আছে আগে সেটা জানতাম না� এদের মধ্যে কারোর নায়ক হওয়ার যোগ্যতা নাই� আমাদের দেশে স্মার্ট ছেলে বলতে গেলে নাই!
জনের পরিবর্তে জন ভারতিও মালাউনকে ঘন্টার ভিতর হত্যা করা হোউক। আর আমি জানি পাকিস্তান তোমরা সেটা পারবে এবং করবে,6,5,Death,জনের পরিবর্তে জন ভারতিও মালাউনকে ঘন্টার ভিতর হত্যা করা হোউক। আর আমি জানি পাকিস্তান তোমরা সেটা পারবে এবং করবে
তোর রুচির ঠেডা পড়ুক শালি,3,2,Negative Character,তোর রুচির ঠেডা পড়ুক শালি
আল্লাহ এমন কুলাঙ্গারকে হেদায়েত করুক,1,0,Disagreement,আল্লাহ এমন কুলাঙ্গারকে হেদায়েত করুক
এই খানকির বর তোর বৌরে মার,5,4,Violence,এই খানকির বর তোর বৌরে মার
"পাকি শুয়োরদের কমেন্ট পড়তে চইলা আইলাম , তাদের জাতীয় পশু আবার ছাগল :D",4,3,Dehumanizing,"পাকি শুয়োরদের কমেন্ট পড়তে চইলা আইলাম , তাদের জাতীয় পশু আবার ছাগল :D"
ভাই ওদের কে জুতাদিয়ে বাইড়ান শালা ভন্ড দেয়ান বাগি,5,4,Violence,ভাই ওদের কে জুতাদিয়ে বাইড়ান শালা ভন্ড দেয়ান বাগি
পাকিস্তান অল্প কয়টা মানুষ তাদের কাছে মালাউনরা ধরা,4,3,Dehumanizing,পাকিস্তান অল্প কয়টা মানুষ তাদের কাছে মালাউনরা ধরা
কিরে চোদানির পোলা খবর তোর,3,2,Negative Character,কিরে চোদানির পোলা খবর তোর
তুমি ভোট ডাকাত,2,1,Negative Action,তুমি ভোট ডাকাত
তুমি হইলা ১ নাম্বার বাইনচৌদ,3,2,Negative Character,তুমি হইলা ১ নাম্বার বাইনচৌদ
কুত্তার বাচ্চা মায়ানমারে নিরহ মুসলমান কে কতো কষ্ট দিয়ে হত্যা করতেছে তার জন্য তোমার কোন শোক প্রকাশ নাই কোন মাথা ব্যাথা নাই ভারতে ট্রেন দূর্ঘটনায় তোমার শোক প্রকাশ করতে হয় ওওও ভারত তো তোর জাত হিন্দুর জাত	Geopolitical,4,3,Dehumanizing,কুত্তার বাচ্চা মায়ানমারে নিরহ মুসলমান কে কতো কষ্ট দিয়ে হত্যা করতেছে তার জন্য তোমার কোন শোক প্রকাশ নাই কোন মাথা ব্যাথা নাই ভারতে ট্রেন দূর্ঘটনায় তোমার শোক প্রকাশ করতে হয় ওওও ভারত তো তোর জাত হিন্দুর জাত Geopolitical
বাইনচোদ তোরে জুতা পেটা করমু আয়,5,4,Violence,বাইনচোদ তোরে জুতা পেটা করমু আয়
সালাই ভন্ড,3,2,Negative Character,সালাই ভন্ড
মাদারচোদ হিন্দুরা ভয়ে ইন্ডিয়া তে পালিয়ে না এসে উচিৎ মুসলিমদের কচুকাটা করে দুনিয়া থেকে নির্মূল করে দেওয়া  	Religious,6,5,Death,মাদারচোদ হিন্দুরা ভয়ে ইন্ডিয়া তে পালিয়ে না এসে উচিৎ মুসলিমদের কচুকাটা করে দুনিয়া থেকে নির্মূল করে দেওয়া Religious
নুনুর আগা কাটলেই কেও মুসলিম হয় না!,1,0,Disagreement,নুনুর আগা কাটলেই কেও মুসলিম হয় না!
রোহিঙ্গাদের কারনে আমাদের দেশে দিন দিন নিত্য প্রয়োজনীয় পণ্যের দাম বেড়েই চলছে	Geopolitical,1,0,Disagreement,রোহিঙ্গাদের কারনে আমাদের দেশে দিন দিন নিত্য প্রয়োজনীয় পণ্যের দাম বেড়েই চলছে Geopolitical
বাল ফালিয়া তুমি আটি বানবা,4,3,Dehumanizing,বাল ফালিয়া তুমি আটি বানবা
তোর মারে কুওা চুদে মাগির ভাইছচা রেনডি খানকি চোদানির হোলা,6,5,Death,তোর মারে কুওা চুদে মাগির ভাইছচা রেনডি খানকি চোদানির হোলা
পুরান নাস্তিকের বাত নাই নতুন নাস্তিকের আমদানি।,1,0,Disagreement,পুরান নাস্তিকের বাত নাই নতুন নাস্তিকের আমদানি।
সালার সারা জীবন কাটায় দিলাম লাখ টাকার জন্য� আর এক ঘড়ির দাম লাখ টাকা �,2,1,Negative Action,সালার সারা জীবন কাটায় দিলাম লাখ টাকার জন্য� আর এক ঘড়ির দাম লাখ টাকা �
ছাগুমুক্ত স্বদেশ চাই,4,3,Dehumanizing,ছাগুমুক্ত স্বদেশ চাই
আরে বোকাসোদা আমার বালের অভিনয় করছত? বাস্তব এর কোনো মিল নেই,3,2,Negative Character,আরে বোকাসোদা আমার বালের অভিনয় করছত? বাস্তব এর কোনো মিল নেই
এই দেখুন নাহ হাতের তালি বাজাতে বাজাতে হাতের আর একটি রেখাও জীবিত নেই,1,0,Disagreement,এই দেখুন নাহ হাতের তালি বাজাতে বাজাতে হাতের আর একটি রেখাও জীবিত নেই
আই তোকেচুদি তোরগূদের,3,2,Negative Character,আই তোকেচুদি তোরগূদের
কাফেরের এটাই নিয়ম চুক্তি করে চুক্তি ভঙ্গন।,2,1,Negative Action,কাফেরের এটাই নিয়ম চুক্তি করে চুক্তি ভঙ্গন।
হিরো আলমের ফাঁসি চাই,6,5,Death,হিরো আলমের ফাঁসি চাই
"কনডম ফেটে যাদের জন্ম হয়েছে সেসব কোটার বলদগুলোই এখানে স্যারকে গালি দিচ্ছে। এদের মা ৭১ সালে পাকিস্তান ক্যাম্পে ভাত রান্না করতো, বাকিটা বুঝে নেন স্যার 😂",4,3,Dehumanizing,"কনডম ফেটে যাদের জন্ম হয়েছে সেসব কোটার বলদগুলোই এখানে স্যারকে গালি দিচ্ছে। এদের মা ৭১ সালে পাকিস্তান ক্যাম্পে ভাত রান্না করতো, বাকিটা বুঝে নেন স্যার"
এ নাস্তিকের পোলা তোরে খুন করে জেলে জামু লাগলে মোঃ সাল্লাল্লাহু আলাইহি ওয়াসাল্লাম কে গালি দেস সাহস থাকলে বাংলাদেশের মুসলমানদের সামনে আয় কাফের তোরে টুকরো টুকরো করে কুত্তা দিয়া খাওয়ামু নাস্তিক,6,5,Death,এ নাস্তিকের পোলা তোরে খুন করে জেলে জামু লাগলে মোঃ সাল্লাল্লাহু আলাইহি ওয়াসাল্লাম কে গালি দেস সাহস থাকলে বাংলাদেশের মুসলমানদের সামনে আয় কাফের তোরে টুকরো টুকরো করে কুত্তা দিয়া খাওয়ামু নাস্তিক
খবিসের বাচচা,4,3,Dehumanizing,খবিসের বাচচা
তুই কি মাগী জান তোর বাব কে।,3,2,Negative Character,তুই কি মাগী জান তোর বাব কে।
মৌসুমি আর বুবলি এইটা পাগল আর ছাগল আর ফালতু অপু বিউটিফুল,4,3,Dehumanizing,মৌসুমি আর বুবলি এইটা পাগল আর ছাগল আর ফালতু অপু বিউটিফুল
সাকিব বাংলাদেশের মানইজ্জত ডুবিয়েছে। ওর এখনই অবসরে যাওযাা উচিৎ। পরপর দুই ম্যাচেই LBW তে Out. এ কিকরে বিশ্ব সেরা Allrounder হয়।,1,0,Disagreement,সাকিব বাংলাদেশের মানইজ্জত ডুবিয়েছে। ওর এখনই অবসরে যাওযাা উচিৎ। পরপর দুই ম্যাচেই LBW তে Out. এ কিকরে বিশ্ব সেরা Allrounder হয়।
যারা এই কুকুরের চ্যানেল করছেন । সবাই করুন । এই কুকুরের বাচ্চা একজন কাফের ভন্ড । মাজার পূজারীর দালাল সবাই করুন আর সব ভিডিওতে রিপোর্ট করুন ।,4,3,Dehumanizing,যারা এই কুকুরের চ্যানেল করছেন । সবাই করুন । এই কুকুরের বাচ্চা একজন কাফের ভন্ড । মাজার পূজারীর দালাল সবাই করুন আর সব ভিডিওতে রিপোর্ট করুন ।
"নাস্তিকদের কাছথেকে এরচেয়ে বেশি কিছু আসা করা অসম্ভ, আল্লাহ যেন এদের হেদায়েত করেন",1,0,Disagreement,"নাস্তিকদের কাছথেকে এরচেয়ে বেশি কিছু আসা করা অসম্ভ, আল্লাহ যেন এদের হেদায়েত করেন"
"সরকার বিরোধী দলের বড় বড় নেতাকে গুটিয়ে দিয়েছে,অথচ তাকে কিছুই করছে না!!! এটা রহস্য জনক",1,0,Disagreement,"সরকার বিরোধী দলের বড় বড় নেতাকে গুটিয়ে দিয়েছে,অথচ তাকে কিছুই করছে না!!! এটা রহস্য জনক"
উনি রাজাকার কখন হলেন জামায়াতের আমির হওয়ার আগে এই কথা কেউ বলেননি নাটকে ও ছিনেমাতে যেবাবে চরিত্র তৈরি করা হয় এখানে ও তার প্রতি পলন দেখা যাচ্ছে	Political,1,0,Disagreement,উনি রাজাকার কখন হলেন জামায়াতের আমির হওয়ার আগে এই কথা কেউ বলেননি নাটকে ও ছিনেমাতে যেবাবে চরিত্র তৈরি করা হয় এখানে ও তার প্রতি পলন দেখা যাচ্ছে Political
এই কুত্তার বাচ্চাকে ফাসিতে চরানো হোক,6,5,Death,এই কুত্তার বাচ্চাকে ফাসিতে চরানো হোক
বর্বর হামলায় অংশগ্রহণকারী জানোয়ারগুলোকে চিনে রাখুন,4,3,Dehumanizing,বর্বর হামলায় অংশগ্রহণকারী জানোয়ারগুলোকে চিনে রাখুন
এরা মেয়ে নামের রক্ত পিপাসু ডাইনি এদরনের মেয়ে গুলিকে কঠিন বিচার করা হয়,4,3,Dehumanizing,এরা মেয়ে নামের রক্ত পিপাসু ডাইনি এদরনের মেয়ে গুলিকে কঠিন বিচার করা হয়
মুন্নির মতো মেয়ে সোনা দিয়ে গরম ডিম দেওয়া দরকার,5,4,Violence,মুন্নির মতো মেয়ে সোনা দিয়ে গরম ডিম দেওয়া দরকার
মাগি তোকে কালো লমবা ধোন দিয়ে চোদা দরকার,5,4,Violence,মাগি তোকে কালো লমবা ধোন দিয়ে চোদা দরকার
ইনকাম করার জন্য আরও অনেক রাস্তা থাকতে পারে সমাজটাকে এভাবে নষ্ট করা ঠিক নয়,1,0,Disagreement,ইনকাম করার জন্য আরও অনেক রাস্তা থাকতে পারে সমাজটাকে এভাবে নষ্ট করা ঠিক নয়
এখন সবাই বলে রিফাত হত্যার বিচার চাই যখন সবার সমনে রিফাত কে কোপাইতেছিলো তখন তো সব সালারা তামাশা দেকতেছিলো কই তখন তো কোন সালারা ফিরাইতে আসে নাই,3,2,Negative Character,এখন সবাই বলে রিফাত হত্যার বিচার চাই যখন সবার সমনে রিফাত কে কোপাইতেছিলো তখন তো সব সালারা তামাশা দেকতেছিলো কই তখন তো কোন সালারা ফিরাইতে আসে নাই
সালাকে চাকরি থেকে বাদ দেওয়া উচিত,2,1,Negative Action,সালাকে চাকরি থেকে বাদ দেওয়া উচিত
ওয়ান টু তে খালাস কইরা দিমু,5,4,Violence,ওয়ান টু তে খালাস কইরা দিমু
দেখে মনে হচ্ছে পাঠার হোল চুসে আলি,4,3,Dehumanizing,দেখে মনে হচ্ছে পাঠার হোল চুসে আলি
আগের ভিডিওটায় ক্যামেরার কোয়ালিটি ভালো ছিলো না ওস্তাদ এইবার করলে ফুল এইচ ডি কইরেন দর্শক যদি ভিডিও দেইখা মজাই না পায় তাইলে ভিডিওর সার্থকতা থাকে বাল,1,0,Disagreement,আগের ভিডিওটায় ক্যামেরার কোয়ালিটি ভালো ছিলো না ওস্তাদ এইবার করলে ফুল এইচ ডি কইরেন দর্শক যদি ভিডিও দেইখা মজাই না পায় তাইলে ভিডিওর সার্থকতা থাকে বাল
হালার পুতেরে পুটকী দিয়া গরম ডিম ডুকায় দেয়া হক যাতে তার মৃতু হয়,6,5,Death,হালার পুতেরে পুটকী দিয়া গরম ডিম ডুকায় দেয়া হক যাতে তার মৃতু হয়
"বার্মার ভোটের রায় সত্যিকার গণতন্ত্রে য্রাত্রা মাফ করবেন, আপনার কাছে গণতন্ত্র শিখতে চাই না",1,0,Disagreement,"বার্মার ভোটের রায় সত্যিকার গণতন্ত্রে য্রাত্রা মাফ করবেন, আপনার কাছে গণতন্ত্র শিখতে চাই না"
"একটা দুইটা নাস্তিক ধর, ধইরা ধইরা জুতা পেটা করে দেশ ছাড়া কর",5,4,Violence,"একটা দুইটা নাস্তিক ধর, ধইরা ধইরা জুতা পেটা করে দেশ ছাড়া কর"
শালার পুত পাপন 😡,3,2,Negative Character,শালার পুত পাপন
পাপন মাদার চুদ তুই কি তর মায়ের গোয়া দিয়া হইছিলে নাকি এই কানকির পোল মাদার ছোদ বেস্যার পোলা তর বাপেরে নিয়ে খেলা শুয়ারের বাচ্ছা আফ্রিকা জঙ্গলের হোনোমান,4,3,Dehumanizing,পাপন মাদার চুদ তুই কি তর মায়ের গোয়া দিয়া হইছিলে নাকি এই কানকির পোল মাদার ছোদ বেস্যার পোলা তর বাপেরে নিয়ে খেলা শুয়ারের বাচ্ছা আফ্রিকা জঙ্গলের হোনোমান
হিন্দু ভাইরা এই এই হিন্দু লোকের কথা শুনলে হিন্দু থেকে মুসলিম  হয়ে যাবে,1,0,Disagreement,হিন্দু ভাইরা এই এই হিন্দু লোকের কথা শুনলে হিন্দু থেকে মুসলিম হয়ে যাবে
এই কুকুরে বাচ্চা কে আমার হাতে তুলে দিন,5,4,Violence,এই কুকুরে বাচ্চা কে আমার হাতে তুলে দিন
নাস্তিকেরা সবসময় মিথ্যুক আর শয়তান এক নাম্বার। দুনিয়ার ময়লা আবর্জনা এরা সব নাস্তিক,4,3,Dehumanizing,নাস্তিকেরা সবসময় মিথ্যুক আর শয়তান এক নাম্বার। দুনিয়ার ময়লা আবর্জনা এরা সব নাস্তিক
আন্ডালিব যে একটা শুয়োরের বাচ্চা ছাড়া আর কিছু না ।,4,3,Dehumanizing,আন্ডালিব যে একটা শুয়োরের বাচ্চা ছাড়া আর কিছু না ।
বচন অংশে তোমরা বরাহ মাংশ গো মাংশ গো মুত্র নিয়া কোলহে লিপ্ত কেন শান্তি বজায় রাখিবার নামই তো ইসলাম,2,1,Negative Action,বচন অংশে তোমরা বরাহ মাংশ গো মাংশ গো মুত্র নিয়া কোলহে লিপ্ত কেন শান্তি বজায় রাখিবার নামই তো ইসলাম
এই অবৈধ জারজ সন্তানের দল নয়ন বন্ড কি পাঞ্জাবি গায়ে দিছিলো?,3,2,Negative Character,এই অবৈধ জারজ সন্তানের দল নয়ন বন্ড কি পাঞ্জাবি গায়ে দিছিলো?
দেশের মন্ত্রীরা দায়িত্ব হীন ভাবে কাজ করছে অযোগ্য লোক,2,1,Negative Action,দেশের মন্ত্রীরা দায়িত্ব হীন ভাবে কাজ করছে অযোগ্য লোক
জার্সি পরা ছেলেটা কে ফকিন্নির বাচ্চা ফকিন্নি থাকবি যত চামচামি করস নাই কেন মাদারচোদ তোরে পাইলে আমি জবাই করতাম এখানে ছেলেটা কোন বকা দেয় নি তারপরেও ছেলেটাকে হয়রানি করাতেছে,6,5,Death,জার্সি পরা ছেলেটা কে ফকিন্নির বাচ্চা ফকিন্নি থাকবি যত চামচামি করস নাই কেন মাদারচোদ তোরে পাইলে আমি জবাই করতাম এখানে ছেলেটা কোন বকা দেয় নি তারপরেও ছেলেটাকে হয়রানি করাতেছে
"ভারতে মস্তান আছে অনেক শুধু খুন করে,বিচার নাই।",2,1,Negative Action,"ভারতে মস্তান আছে অনেক শুধু খুন করে,বিচার নাই।"
মম ও পারিয়া তোরা কোন হেড়া চেহারা লই বসে আচত আর শালার বেটারা তোদের কি বালের চেহারা শালা কুল্ঙার বাচ্চারা,3,2,Negative Character,মম ও পারিয়া তোরা কোন হেড়া চেহারা লই বসে আচত আর শালার বেটারা তোদের কি বালের চেহারা শালা কুল্ঙার বাচ্চারা
পাপনের দুই গালে জুতা মরো তালে তালে।,5,4,Violence,পাপনের দুই গালে জুতা মরো তালে তালে।
সালার ফাসি চাই ফাসি ফাসি ফাসি চাই সালার বেস্যা বেটির জামাই সাথে অই মাঘি মহিলা কে নিলেন না কেনো,6,5,Death,সালার ফাসি চাই ফাসি ফাসি ফাসি চাই সালার বেস্যা বেটির জামাই সাথে অই মাঘি মহিলা কে নিলেন না কেনো
সাকিব কে লাতি মেরে বের করা হক,5,4,Violence,সাকিব কে লাতি মেরে বের করা হক
ভারতের ট্রেন দুর্ঘটনায় মানুষ মরেছে এজন্যে ব্যথিত কিন্তু বার্মিজ কুর্তারা যে মুসলিম কেটে কেটে শুয়োরকে খাওয়াচ্ছে ঐ জন্যে কেউ ব্যথিত না  হায়রে গরু খাওয়া মুসলিম জাতি 	Geopolitical,6,5,Death,ভারতের ট্রেন দুর্ঘটনায় মানুষ মরেছে এজন্যে ব্যথিত কিন্তু বার্মিজ কুর্তারা যে মুসলিম কেটে কেটে শুয়োরকে খাওয়াচ্ছে ঐ জন্যে কেউ ব্যথিত না হায়রে গরু খাওয়া মুসলিম জাতি Geopolitical
জঠরে গুলিবিদ্ধ সুরাইয়ার একটি চোখ ভাল আছে শলার ঝাড়– দিয়ে মতির একটি চোখ নষ্ট করে রিপোর্ট করা উচিত মতির একটি চোখ ভালো আছে,5,4,Violence,জঠরে গুলিবিদ্ধ সুরাইয়ার একটি চোখ ভাল আছে শলার ঝাড়– দিয়ে মতির একটি চোখ নষ্ট করে রিপোর্ট করা উচিত মতির একটি চোখ ভালো আছে
বাংলাদেশ দখল করে মহাভারত গঠন করবেন	Geopolitical,2,1,Negative Action,বাংলাদেশ দখল করে মহাভারত গঠন করবেন Geopolitical
আরে পুরো ধর্মটাই তো বিকৃত,1,0,Disagreement,আরে পুরো ধর্মটাই তো বিকৃত
শোনা গেছে বাংলাদেশের সব মুমিন ফেক আইডি দিয়ে এই লাইভ শোনে,1,0,Disagreement,শোনা গেছে বাংলাদেশের সব মুমিন ফেক আইডি দিয়ে এই লাইভ শোনে
আল্লাহর গজবে ভারত ও মায়ানমার ধবংস হবে	Geopolitical,6,5,Death,আল্লাহর গজবে ভারত ও মায়ানমার ধবংস হবে Geopolitical
"আহা দালাল, আহারে দালাল আহা চাটুকার, আহারে চাটুকার আহা পা চাটা, আহারে পা চাটা।আহা গর্তবাসী, আহারে গর্ত বাসী",3,2,Negative Character,"আহা দালাল, আহারে দালাল আহা চাটুকার, আহারে চাটুকার আহা পা চাটা, আহারে পা চাটা।আহা গর্তবাসী, আহারে গর্ত বাসী"
হেডা ভাঙা পোস্ট পাজ রিপোর্ট মার গেল,1,0,Disagreement,হেডা ভাঙা পোস্ট পাজ রিপোর্ট মার গেল
উনি মুমিনরুপী রসালো নাস্তিক,1,0,Disagreement,উনি মুমিনরুপী রসালো নাস্তিক
মাগী চুদদে দিবি,5,4,Violence,মাগী চুদদে দিবি
বিচারক গুলা গরু ছাগলের ন্যায় !,4,3,Dehumanizing,বিচারক গুলা গরু ছাগলের ন্যায় !
ভাইয়া বাংলাদেশের জঙ্গি যদি মুক্ত করতে ভারত সাহায্য করতে চাই তাহলে রাস্ত নেমে যুদ্ধ করতে হবে   সেটা ভারতের সেনাবাহীনির ক্ষমতার বাইরে   তারা যে ক্যমন পারে কিছুদিন আগে পুরো বিশ্বকে দেখিয়েছে   নিজের দেশের কাশ্মির রক্ষা করতে পারে না   আবার আসে অন্য দেশকে সাহায্য করতে   নিজের অস্তিত্ব কে যে রক্ষা করতে পারে না   সে আবার আমাদের কি সাহায্য করবে  	Geopolitical,2,1,Negative Action,ভাইয়া বাংলাদেশের জঙ্গি যদি মুক্ত করতে ভারত সাহায্য করতে চাই তাহলে রাস্ত নেমে যুদ্ধ করতে হবে সেটা ভারতের সেনাবাহীনির ক্ষমতার বাইরে তারা যে ক্যমন পারে কিছুদিন আগে পুরো বিশ্বকে দেখিয়েছে নিজের দেশের কাশ্মির রক্ষা করতে পারে না আবার আসে অন্য দেশকে সাহায্য করতে নিজের অস্তিত্ব কে যে রক্ষা করতে পারে না সে আবার আমাদের কি সাহায্য করবে Geopolitical
"ভারতের ঘটনা নিয়ে সমালোচনা করা ডাকসু ভিপির কাজ নয়, পা চাটা তথ্য মন্ত্রীর বক্তব্য",2,1,Negative Action,"ভারতের ঘটনা নিয়ে সমালোচনা করা ডাকসু ভিপির কাজ নয়, পা চাটা তথ্য মন্ত্রীর বক্তব্য"
এই সব কথা বলে রেন্ডিয়া র কিছু বলদ আমাদের দেশে পুশ করার পায়তারা করছে,4,3,Dehumanizing,এই সব কথা বলে রেন্ডিয়া র কিছু বলদ আমাদের দেশে পুশ করার পায়তারা করছে
শালার দুইহাত কাটাহক,5,4,Violence,শালার দুইহাত কাটাহক
"তোমার মায়রে চুদি,সব নাস্তিকের মায়রে চুদি।সব নাস্তিক মাইরা শেষ করুম।",6,5,Death,"তোমার মায়রে চুদি,সব নাস্তিকের মায়রে চুদি।সব নাস্তিক মাইরা শেষ করুম।"
খারাপের সাথে খারাপই করতে শিখেছি তোমার মত দালালি করতে শিখিনি নামের দালাল,2,1,Negative Action,খারাপের সাথে খারাপই করতে শিখেছি তোমার মত দালালি করতে শিখিনি নামের দালাল
জানোয়ার কিছু বলার নেই বলার ভাষা হারায় ফেলছি শুধু তোমাদের বলছি তোমরা মানুষ এর মতো মানুষ হও,4,3,Dehumanizing,জানোয়ার কিছু বলার নেই বলার ভাষা হারায় ফেলছি শুধু তোমাদের বলছি তোমরা মানুষ এর মতো মানুষ হও
বাহ চুদির ভাই বাহ চুন্দর কথা বলেছো মানুষ,3,2,Negative Character,বাহ চুদির ভাই বাহ চুন্দর কথা বলেছো মানুষ
"আম্পায়ার যতই ভুল/দুনম্বরী করুক, সাকিব এটা করতে পারেন না। উনি প্রেস কনফারেন্স করে বিচার চাইতে পারেন। কিন্তু এভাবে বখাটেদের মত স্ট্যাম্প এ লাথি মারতে পারেন না। এটা বিচারযোগ্য অপরাধ। সাকিবের বিচার হওয়া উচিত। আমাদের ক্রিকেটাররা ভুল শিক্ষা পাচ্ছে। আমি সাকিবের ভক্ত হয়েও সাকিবের শাস্তি চাচ্ছি।",2,1,Negative Action,"আম্পায়ার যতই ভুল/দুনম্বরী করুক, সাকিব এটা করতে পারেন না। উনি প্রেস কনফারেন্স করে বিচার চাইতে পারেন। কিন্তু এভাবে বখাটেদের মত স্ট্যাম্প এ লাথি মারতে পারেন না। এটা বিচারযোগ্য অপরাধ। সাকিবের বিচার হওয়া উচিত। আমাদের ক্রিকেটাররা ভুল শিক্ষা পাচ্ছে। আমি সাকিবের ভক্ত হয়েও সাকিবের শাস্তি চাচ্ছি।"
ভারত যখন বাংলাদেশের কাছে খেলায় পরাজিত হয় বাংলাদেশের কোটি মানুষের মুখে হাঁসি ফুটে আনোন্দ পায় খুশি হয়।আর পাকিস্তান যদি ভারতকে ধ্বংস করে দেয় ঠিক তেমন খুশি হবে পুরা বাংলাদেশের জনগন পাকিস্তান এগিয় যাও ভরত মালাউনদের ধ্বংস করে দাও ।,6,5,Death,ভারত যখন বাংলাদেশের কাছে খেলায় পরাজিত হয় বাংলাদেশের কোটি মানুষের মুখে হাঁসি ফুটে আনোন্দ পায় খুশি হয়।আর পাকিস্তান যদি ভারতকে ধ্বংস করে দেয় ঠিক তেমন খুশি হবে পুরা বাংলাদেশের জনগন পাকিস্তান এগিয় যাও ভরত মালাউনদের ধ্বংস করে দাও ।
