sentence,intensity_level,intensity_level_normalized,intensity_category
এমন কুলাঙ্গার ছেলে কে ফাঁসিতে দেয়া হোক,6,5,Death
এদের কে সোজা জবাই করে দেওয়া উচিত। একমত হলে লাইক দিন,6,5,Death
খানকির পলা বুইরা মাদার চোদ কথার থেকে দরি ছুইটা আইছছ,6,5,Death
গুম খুনের গোপালি বাপের বাড়ী ভারত	Geopolitical,6,5,Death
এদেরকে প্রকাশ্যে ফাসি দেওয়া হোক।,6,5,Death
বাংলা ইংরেজি মিলে লেখা চুদাইছে খানকির পোলা তুই অশিক্ষিত মূর্খ চোদা বাস্তব টা নামরে চোদা না বাস্তব টা অন্য রকম,6,5,Death
সমস্ত হিন্দু NRC এর সমর্থনে ঝাপিয়ে পড়ুন ! ওই ধংশো কারি মুসলিম দের তাড়াতেই হবে !,6,5,Death
এদের মেরে ফেলা উচিত ধন্যবাদ প্রতিবেশী দের,6,5,Death
ওকে মারতে মারতে মেরে ফেললেও আমার স্বাদ মিটবেনা,6,5,Death
"হাসিনার পতন চাই,সৌর হাসিনার কুত্তালীগ বাংলার মাঠিতে আমরা আর চাই না,!!!!",6,5,Death
জামায়াত হলে তো এতো কিছু লাগেনা কারণ এরা কোরআনের কথা বলে তাই এদের জন্য কোন তালবাহানা নাই।আর ঐশির ক্ষেত্রে কত তালবাহানা আমি চায় ঐশির ফাসি হউক এই জন্য চায় যাতে করে কোন মেয়ের অপকর্ম এর শিকার যাতে কোন বাবা মায়ের আর পড়তে না হয় ।তার ফাসি হলে আর কোন মেয়ে সাহস পাবেনা এরকম জঘন্যতম ঘটনা রচনা করতে,6,5,Death
লাভ নাই কারন এদেশের হিনদুদের জমি দখল হিনদু মেয়ে বউদের বেইজজদি করা এদেশের একটি র্সাবজনিন উতসব এ ব্যাপারে কোন আপোস করা হয় না কথায় আছে না চোরে চোরে মাউসতোতো ভাই আমার মতে এই হামলায় হিনদুদের যে খতি হইছে তার পাচগুন বেশি খতিপুরন দেয়া হোক আর অপরাধীদের ফাসি দেয়া হোক যতই প্রভাবশালী হোক 	Personal,6,5,Death
এটা ফাসিঁ বলদের ঘরে বলদ?,6,5,Death
ঠিক বলেছো ভাই তোমার কোথায় যুক্তি আছে চল বিশ্বে যত মুসজিদ আছে সেগুলো ভেঙ্গে মানুষের সেবায় হাসপাতাল বানাই,6,5,Death
ওই মাদার ছুদেরা এখন কাদছ কেন ওদের ফাসি চাই,6,5,Death
এ কুত্রার বাচ্ছাদের পা দিয়ে পিসিয়ে মারতে মন চায়।মাদারসোদ,6,5,Death
তোরা দুই জনে অাসলে মাগি। কেমনে তুলনা করলি মারে মাগির সাথে। চুদির মাগি!,6,5,Death
অাগে ফাসি দে পরে অভিযোগ 	Personal,6,5,Death
আরে শালী কে ধরছো না কেনো এক নাম্বার আসামী এই শালী তাকে ফাসি দে দেরি কিসের,6,5,Death
ওর মতো শয়তানের ফাঁসি চাই,6,5,Death
সালা কপালে থাকলে করনা হবে তোর আল্লা বাল ছিরবে মাদার চোদ,6,5,Death
কুতার বাচ্চারে ফাঁশি দেওয়া দরকার,6,5,Death
শাহরিয়ার কবিরের মত দুই একটা নাস্তিক গুলি করে মারলেই বাংলাদেশের মুসলমানরা শান্তিতে থাকতে পারবে। আর আমি মনে করি এরকম নাস্তিকদের কে গনদোলাই দিয়ে মেরে ফেলা উচিত।,6,5,Death
সুচির ফাঁসির আদেশ হোক আর মোদি কুততার মরন হোক,6,5,Death
মুদির শয়তানের ফাশি চাই,6,5,Death
এই কুত্তাটাকে কেটে টুকরো টুকরো করে বস্তায় ভরে ঝুলিয়ে রাখা উচিত,6,5,Death
মায়ানমারে যেভাবে মুসলিমদেরকে বিতারিত করতেছে ঠিক সেই ভাবে এদেশ থেকে হিন্দু নামক মালাউনদের কে বিতারিত করা উচিত।,6,5,Death
অই মাদার চোদ কে ফাশি চাই,6,5,Death
গলায় রসি দিয়ে ফাসি দেওয়া দরকার,6,5,Death
ভাই আপনারা তাকে দশ বছর জেল দেন আর জদি না দেন তা হলে তার বাবার বয়ষী এই লোক টাকে মেরে পেলবে এই জানোয়ার টা,6,5,Death
এই সব গুদ মারোনো দের কোপানো দরকার,6,5,Death
সালার পাসি চাই,6,5,Death
মুসলিম জাতি টাকে হাটাতে হবে দেশ থেকে,6,5,Death
ভাইয়া আপনার ইউটিউব চ্যানেলে যত ভিডিও আপনি পোস্ট করেন সেগুলো আমি সবগুলাই দেখি আসলে আপনার ভিডিওগুলো আমার খুব ভালো লাগে এখনো যে দেওয়ানবাগী নিয়ে কিছু বলছেন না কে এগুলো দমন করবে বলেন চলেন আমরা একই সাথে মিলে দেওয়ানবাগী কুত্তার বাচ্চা কে হত্যা করার কোন পরিকল্পনা নেই এই কুত্তার বাচ্চাকে হত্যা করলো হয়তোবা আল্লাহ তাআলা আমাদেরকে জান্নাত দিতে পারে জীবনে তো অনেক গুলি করছে না হয় এই কুত্তার বাচ্চাকে হত্যা করে আরো গুনা করবো তাও এভাবে ইসলামকে নষ্ট হতে দেবো না আমার সাথে কে কে আছেন বলেন,6,5,Death
তর প্রফাইল নেইম টা আমি মালাউন হিজরা লিখা উচিৎ ছিল তুই বেষ্যা মাগির পুত নেংটি দাতু চুরের বাচচা তর মা তর চাচা জেঠা মামা খালু সবার সাথে চুদা দিয়া তরে সংমিসৃত সন্তান পয়দা করছে তর মারে চুদি দাতু চিরের বাচচা তর মউত মোসলমানের হাতে মনেরাখিস ইনসা আল্লাহ তোর আসেপাসেই কোন ঈমানদার তোকে নজরে রাখছে কাফেরের বাচচা  	Religious,6,5,Death
তুমি লিখে যা ও বোন  কত্ত রেফারেন্স লাগবে ইনবক্সে আসলে পাবে  খানকীর জারজ রাজাকার দের গুস্টি সাফ চলে চলবে  বুইড়া ইবলিস গুলা ঝুলেছে আর নব্য ইবলিশ গুলি ঝুলবে না ডাাইরেক্ট শ্যুট  ট্রিগার ভরবো পাছায় চাপ দিবা মাথা ছিটকে পড়বে কুত্তাদের ভুরিভোজ এর আয়জোন রেডি হচ্চে  ভাবনা বা ভয়ের কিছুই নাই বোন 	Political,6,5,Death
এই কুত্তার বাচ্চাদের আগে মনে ছিলনা। যখন নিষ্পাপ একটি মেয়েকে কেরোসিন ঢেলে আগুন ধরিয়ে মারা হলো। তখন এই কুত্তার বাচ্চাদের সবার মনে ছিল না। বলে আমাদের পরে কি হবে। তাই বলবে কুত্তার বাচ্চাদেরকে জনতার সামনে ফাঁসি দেওয়া দরকার। যেন এদেরকে দেখে আর বাকি লোকগুলোই এমন কাজ না করতে পারে।,6,5,Death
বুকের ওপোর এইরকোম উচো করলে নাকি সুন্দর লাগে এই আবাল টারে কেউ মাইরালা মাগিরে নাকি বড়ো দুধ এ সুন্দর লাগে ও কি পাগোল চোদা,6,5,Death
এই জানোয়ারকে ফাসি দেওয়া হোক,6,5,Death
ছাত্র লীগের তেগ   লগি বৈঠা দিয়ে মানুষ হত্যা করে লাশের উপর নাচানাচির নিকৃষ্ট নমুনা ও  দৃশ্য  দেশের মানুষ সারা জীবন ঘৃণার সাথে স্মরণ করবে ইনশা আল্লাহ ।,6,5,Death
কাবা শরিফের উপর যে মালাওন কুকুর বাচ্চা মুরতি ছবি দিইয়েছে তাকে ফাসি তে জুলিয়ে মৃতু দেওয়া হোক,6,5,Death
কুকুর মোদির ফাঁসি চাই,6,5,Death
দাড়িওয়ালা ও খানকির ছেলে জারোজ আর সবগুলা বেশ্যার বাচ্চা ওই মাদার চোদ দের নাটক দেখা বন্ধ করুন সবাই,6,5,Death
সত্য কথা বলেন না ফাসি হবে  	Personal,6,5,Death
"মাগির ঘরের মাগি, তুই মর অপু",6,5,Death
ঐ কুত্তার বাচ্চারকে সামনে পেলে কী জে করতাম ওর তো ফাসি হওয়া দরকার,6,5,Death
ওই রকম জানোয়ারের ফাসি চাই 	Personal,6,5,Death
জারজ দল জামাত বিএনপির জারজ আওয়ামী লীগ মোস্তাক আহমে মত নেতা এমপির কারণে বৈশ্বিক মহামারী করোনা পরিস্থিতির সময় এতবড় জগন্য আজেবাজে মন্তব্য গুজব মিথ্যা ষড়যন্ত্র মত সাহস পায় জনগন গনকবর দিত ৭১ সালে পার,6,5,Death
জানোয়ার কে ফাসি দে,6,5,Death
শালার পুতরে ফাঁসি চাই,6,5,Death
এই বাইন চুদের ফাসি চাই তাও মাজ রাস্তাই জাতে সবাই জানতে পারে মানুষ রুপে পিচাস টা সাতে ওর বউ খানকি মাগির ও ওই মাগির বাচ্চা দারাই দারাই রং দেকছে খানকি মাগির গরে খানকি মাগি তর ভুদার ভিতর বেগুন মাগি ওদের ফাসি ফাসি ফাসি হক,6,5,Death
শুয়োরের বাচ্চাদের জব কর,6,5,Death
দেশের সকল শিক্ষা প্রতিষ্ঠানের ফাঁসি চাই,6,5,Death
এই মোল্লা বোকাচোদা গুলো একটু বেশি লাফাচ্ছে এই বোকাচোদা মোল্লা তোরা বেশী লাফালাফি করিস না তা হলে তাদের জলে চুবিয়ে মারবো,6,5,Death
আমি থাকলে মেরে ফেলতাম ওকে,6,5,Death
"তোদের মতো নাস্তিক বুঝবি মরলে,আল্লাহর হুকুমে ওনার বিবাহ হইছে,মালাউনদের বাচ্চা তুরা বুঝবিনা",6,5,Death
তুই মরোস কেলা,6,5,Death
রিমান্ডে পিটানোর পরে ফাসির ব্যবস্থা করে নাই কেন 	Personal,6,5,Death
কুত্তার বাচ্চাকেক জব কর,6,5,Death
হারামজাদা রে কাবাব বানানো দরকার,6,5,Death
জানোয়ার কে ফাঁসি দেওয়া উচিত,6,5,Death
ভিপি নুর একটা রাজাকারের বাচ্চা । এর প্রমান হচ্ছে ভিপি নুরের উপস্থিতিতে। শেই জংগী সন্ত্রাসী রাজাকার জামাত বিএনপির স্লোগান দিতেছে আগুন জালাও। পাকির দালাল শিবির কেডার ভিপি নুর মুর্দাবাদ । দেশ বিরোধী যুদ্ধাপরাধীরা সব নিপাত জাক। বাংলার সকল শিক্ষা প্রতিষ্ঠান মুক্তি পাক।,6,5,Death
এই কুকুরের বাচ্ছা কে ফাসি দেয়া হক,6,5,Death
মন্নি মাগির ফাসি চাই,6,5,Death
এই কুত্তার বাচ্ছাকে এখনো বাছিয়ে রেখেছে কেন। এরা এই সব করে কি মাফ পেয়ে যাবে নাকি। জনগনের উচিত আছিলো এই বোনকে যেই ভাবে কোপানো হয়েছে তাকে ঐই ভাবে কোপানো।আমরা চাই এর যেন ফাসি হোক।,6,5,Death
হারামজাদা ‌তোর ফাস‌ি হওয়া উচিত,6,5,Death
চোখে পানি ধরে রাখতে পারলাম না আল্লাহ্‌ এই রকম সন্তান কারো ঘরে দিও না আর তাদের দিয়েছো সেই সব কুলাঙ্গার সন্তানদের নিশ্চিহ্ন করে দাও এই রকম সন্তান যে জাতির ঘরেই হোক না কেনো,6,5,Death
ভারত এভাবে মুসলিম হত্যা বিএসএফ দিয়ে বাংলাদেশী মুসলিম গরু ব্যবসায়ী হত্যা গরুর মাংস খাওয়ার দায় দেখিয়ে মুসলিম হত্যা আইন করে কুরবানি নিষিদ্ধ করা কাশ্মীরে মুসলিমদের ধর্ষণ করে হত্যা ও বাড়ির ভাংচুর করা সহ নানাভাবে সুসলিমদের উপর অত্যাচার নির্যাতন যুলুম করে চলছে তখন ভারত সরকারকে কে হুঁশিয়ারি দেয়? আর কে চোখ রাঙ্গায়ে কথা বলে ? আগে ভারতকে উগ্রবাদীউগ্রপন্থী নীতি পরিহার করতে হবে ।। তারপর বাংলাদেশের উপর নজর রাখতে হবে।। আমি হলফ করে বলতে পারি বাংলাদেশে হিন্দু সম্প্রদায়ের অতিতকালের সবথেকে নির,6,5,Death
পৃথিবীর মানচিত্র থেকে গোমুত্রের দেশ ভারতের নাম নিশানা মুছে দেওয়া উচিত 	Geopolitical,6,5,Death
মাদারচোদ হিন্দুরা ভয়ে ইন্ডিয়া তে পালিয়ে না এসে উচিৎ মুসলিমদের কচুকাটা করে দুনিয়া থেকে নির্মূল করে দেওয়া  	Religious,6,5,Death
ফাসি দেওয়া হউক চোদারনির পুলারে😡😡,6,5,Death
শালার পুত। তুই মর,6,5,Death
তারা শুধু নিজের দেশেই হত্যা করে না সারা পৃথিবীব্যাপী অগণিত নিরস্ত্র মানুষকে বৃদ্ধ থেকে শিশু নির্মমভাবে হত্যা করে,6,5,Death
এটা হিন্দুদের লজ্জা যে এ সব করছে তাদেরকে গলা কেটে সেম সাঝা দিতে হবে কোন মাপ নয় শালাদের সব কে সব হারামির বাচ্চা হে,6,5,Death
এই খানকি মাগি শাহরিয়া অন্য দুইজন এইসব গুলি জারজ মাদারচোদ ওদের গলায় জুতা দিয়ে পাছায় লাথী মারতে মারতে মুখে পশ্রাব করে নর্দমায় ফেলে মারা উচিত।,6,5,Death
ওই কুকুর কে প্রক্যাশে ফাঁসি দেওয়া দরকার শুনছেন বাংলাদেশ সরকার,6,5,Death
সালির দুধ দুইটা বোমা মেরে উরিয়ে দেয়া হোক,6,5,Death
এটা মানুষ না জানোয়ার জানোয়ার টাকে গুলি করে মেরে ফেলা দরকার ওর বেঁচে থাকার অধিকার নেই,6,5,Death
দালাল শুয়ারের বাচ্চা গুলোকে ধরে গুলি করে মারা উচিত 	Geopolitical,6,5,Death
এই অমানুষের বাচ্চারে পুঠকি দিয়া গুলি কেন করা হয় না😡😡,6,5,Death
ফাসি চাই ওর,6,5,Death
এদেরকে প্রকাশ্যে ফাঁশি দেওয়া উচিত...,6,5,Death
হিন্দু লজ্জা তাদের গলা কাট সেম সাঝা মাপ শালা হারামির বাচ্চা হে,6,5,Death
মাগি অপু সাকিবের ছেলে জয় হবে ইসলামের ধর্ম হিন্দু কি শিক্ষা দিবে মাগি তুই তো এমনিতে জাহান্নামি আর এই ভাবে দুই ধর্মে থেকে জাহান্নামি হ ইসনা,6,5,Death
ভাই ওই মাগির ফাঁসি চাই,6,5,Death
কুত্তার বাচ্চা বাবা নামে কলঙ্ক। ওকে ফাসিতে ঝুলিয়ে মারা উচিত।,6,5,Death
এই হামলার পিছনে ভারতের হাত থাকতে পারে কারন কিছু পেতে হলে কিছু খোয়াতে হয় জেমন সেনাবাহিনী হত্যা করে তারা অনেক কিছু পেয়েছে	Geopolitical,6,5,Death
দাড়ি টুপি পরে ইসলামকে হেয় করছে  সালা জংগিদের ফাসি দেওয়া হউক	Personal,6,5,Death
বেদব তুই টয়লেটে পরে মরবি শয়তান কুতথার বাচছা হারামি নবীর দুশমন	Religious,6,5,Death
নাস্তিকতা নিপাত যাক,6,5,Death
শালার ফাঁসি হওয়া উচিত,6,5,Death
">> অভিজিৎ রায়ের স্বরুপ আড়ালের চেষ্টা কেন <<  ১)___প্রচার হচ্ছে অভিজিৎ ছিল বিজ্ঞান লেখক, কিন্তু কুত্তার বাচ্চা যে চটি লিখত সেটা আড়াল করা হচ্ছে। , ২)___প্রচার হচ্ছে অভিজিৎ ছিল প্রকৌশলী, কিন্তু শুয়রের বাচ্চা যে নাস্তিকদের গুরু ছিল সেটা কেউ তুলে ধরছে না।  , ৩)___প্রচার হচ্ছে অভিজিৎ ছিল মুক্তমনা, কিন্তু কুত্তার বাচ্চা যে আমাদের ইসলাম, আল্লাহ, ও রাসুল (সাঃ) কে নিয়ে মারাত্মক কুটুক্তি করত সেটা আড়াল করা হচ্ছে।  , ৪)___প্রচার হচ্ছে অভিজিৎ হত্যা জংগীদের কাজ,কিন্তু লেখনীর মাধ্যমে শত শত নাস্তিক তৈরী করা যে এই শুয়রের বাচ্চার কাজ ছিল সেটা এড়িয়ে যাওয়া হচ্ছে। ,,, -------------- কেন এই লুকোচুরী? কি উদ্দেশ্যে মিডিয়া আর কুত্তালীগ এই সব জ্বলন্ত সত্যকে আড়াল করছে? নাকি তলে তলে নাস্তিকবাদী সম্রাজ্য কায়েমের চেষ্টা করছে এই সব কুত্তার বাচ্চারা? যেই উদ্দেশ্য থাকুক না কেন , ওলীদের এই জমিনে কোন কুত্তার বাচ্চা নাস্তিকতার প্রচারে এগিয়ে আসলে তাকে থাবা বাবা আর অভিজিৎ এর পরিণতি বরণ করতে হবে।   বি : দ্র : ইসলাম বিদ্বেষীদের কোরানের পরিভাষায় জানোয়ারদের সাথে তুলনা করা হয়েছে। এদের ব্যাপারে কুত্তার বাচ্চা, শুয়রের বাচ্চা এই জাতীয় শব্দ ব্যাবহারে সমস্যা নেই ৷৷৷৷",6,5,Death
যদিও সবার ক্ষতি হবে তারপরও দক্ষিণ এশিয়ায় একটি যুদ্ধ হওয়া খুবই দরকার আর সেটা ভারত পাকিস্তানে মধ্যে এই যুদ্ধের মধ্যদিয়ে ভারত নামক স্টুপিড রাস্টটা ভেঙ্গে টা রাস্ট হবে কাশ্মীর হবে স্বাধীন মুসলিম রাস্ট 	Geopolitical,6,5,Death
এই কুওাকে ফাঁসি দেওয়া হক,6,5,Death
ফাসি দিলে আরো বেশি খুশি হবো 	Personal,6,5,Death
খুন করার পর তারে গলায় রশি ঝুলিয়ে রাখিস যেন মনে করে গলায় দড়ি দিয়ে মরছে,6,5,Death
চুদনার পো খানকির নাতি তুই কাফের। মানুষের ঈমান নষ্ট করছ কেন। হাফিজুর রাহমান সিদ্দিকির সম্পর্কে কোনো বাজে কথা বলবিনা। যদি বলস তাহলে ধ্বংস হবি।বুঝে শুনে টাইটেল দিছ গাধার দল।টাইটেল চেন্জ কর।কিয়ামত তোরাই অানতেছত টেনে।,6,5,Death
খানকি লজ্জা নাই তর মইরা ফুরা,6,5,Death
ঢাকায় অবস্থান রত সকল বৌদ্ধ মালাউনদের হত্যা করার আহবান জানিয়েছেন যুক্তরাজ্য প্রবাসী নেতৃবৃন্দ।,6,5,Death
জানোয়ারগুলারে এদের সামনেই কুকুরের মতো গুলি করে মারা উচিৎ,6,5,Death
শালা কে মেরে ফেল,6,5,Death
মোদিকে প্রকাশ্যেই আগুন লাগিয়ে মারা উচিত প্রত্যেক মুসলিম কান্ট্রি এক হয়ে,6,5,Death
এই বজ্জাত মহিলার সাথে সাথে জাতিসংঘ মহাসচিবের ও পদত্যাগ করা উচিত বলে মনে করি কেন বার্মা কে করা হচ্ছে না  তোমাদের মতো মালাউনের বাচ্চারা তো চাও যে মুসলমানরা শেষ হয়ে যাক অপেক্ষা করো ইমাম মেহেদী আর ঈসা আঃ খুব তাড়াতাড়ি আসতেছে তোদের কে জাহান্নামে পাঠানোর জন্য	Religious,6,5,Death
কুত্তার বাচ্চা দেওয়ান বাগীকে গুলি করে মারলে কোন পাপ হবে না।,6,5,Death
পাপন হালায় করচে টা কি অই হালার ফাসি চাই। একটা কেরিয়ার নস্ট করল,6,5,Death
হারামি বাংলাদেশী মুসলিম দের মেরে ফেলা উচিত,6,5,Death
মাদারচোদ তোরে আমি পাইলে নিজের হাতে জবাই দিমু,6,5,Death
তোর মা বোনকে আজ চুদে গরভো বতি করবো খানকির ছেলে মাদার চুদ আই ইন কে কত বকা দিতে পারে সালা গোয়ালন্দের বেশ্যার ছেলে মাদার চুদ খানকির ছেলে জামাত বি এন পি কি এক সাথে তোর মাকে চুদে শঙ্কর অমানুষ বানাইছে,6,5,Death
এদের দুই জনকে ফাসি দেওয় উচত  	Personal,6,5,Death
জানোয়ারটাকে রাসতার উপর ফাসি দেওয়াহোক যেন তাকে দেখে আর কোন জানোয়ার যেন এমন কাজ করতে না পারে,6,5,Death
এটা বি এ পি দালাল চ্যানেল  তাহের বেচে তাকলে খুনি জিয়ার ফাসিঁ হত এজন্য ভুল তত্য দিচ্ছে	Personal,6,5,Death
সত্যি যদি জনকে শহীদ করা হয় এর বদলে তারতীয় জন মালাউনকে জাহান্নামে পাঠনো হবে মালাউনরা রেডি থাক  	Religious,6,5,Death
তগোরে পুটকি মাইরা মাইরা হত্যা করবো পুলিশে খানকির পোলা কোর্ট বিরুদ্ধে আন্দোলন চোদাইসি ছিলোনা বিচ চোদাবি তোদেরকে গুম ফেললে সবচ খুশি হমু তোদের জন্যে বিচ দরক উচিৎ কাম হইসে সুযোগ পাইলে আমি ইম্রাইন্য হোগায় দুইতা লাত্থি দিয়া আসতাম তগো বাপ্পাদিত্য মালাউন খানকির পোল ধোন চুষ হয় আসতে,6,5,Death
বঙ্গবন্ধুর আদর্শের স্লোগান দিয়ে জনগণের টাকা লুটপাট করে নিয়ে উন্নয়নের রোল মডেলের দেশ এখন ।বঙ্গবন্ধু বেচে থাকলে শেখ হাসিনাকে গুলিকরে মেরে কুত্তাকে দিয়ে খাওয়াতেন।,6,5,Death
বন্ডর ঘরের বন্ডর বাচ্চা ভন্ডদের কারণে বাংলা দেশটা ধ্বংস হয়ে গেছে ভন্ডদের যেদিন ফাঁসির কাষ্ঠে ঝুলিয়ে মারা হবে সেদিন বাংলাদেশে ভন্ড মুক্ত হবে,6,5,Death
"মাদার চুদ, ১৯৭১ সালে খানকির পুলারা,৩০ লক্ষ, মানুষের প্রাণ গেছে তদের জন্য, কুত্তার বাচ্ছা",6,5,Death
ঐ শালারে ফাঁসি দেওয়া উচিত,6,5,Death
এমন জানোয়ার কে মৃতু্ দন্ড‌ দাওয়া উচিত,6,5,Death
খুনি ডালিম কে ধরে ক্রোসফ্যায়ার করে মারা হউক,6,5,Death
কিছু মালাউন উসকানি মুলুক কথা বলেছে আর কিছু মুসলমান নাম দারি মুসলমান দের আপন ভাবে না তারা মরে যাক তাতে কি আসে যায় তাদের ভাব দারা এমনি মনে হয়,6,5,Death
এতো খারাপ কি করে হয় ওর মতো সন্তান কে মাটিতে পুএে পাথর মারা উচিত,6,5,Death
তুই খানকির পোলারে সর্বপ্রথম ক্রসফ দরক,6,5,Death
ফাসি দেওয়া হোক যত তাড়াতাড়ি সম্ভব  	Personal,6,5,Death
ওর পুটকির ছিদ্র দিয়া গরম লোহার শিক ঢুকানো দরকার আর ওরে অন্ধকার ঘরে ফাঁসিতে জুলিয়ে মারা দরকার,6,5,Death
এই ধরমো ধরমো করেই দেশ ভাগ হলো প্রীথিবি ভাগ হলো পাশের বাড়ির হরিদাসের বাড়িতে গিয়ে খাওয়াতো দূরের কথা বসেনা হাফেজ আমীর বিন কাশিম গোপালের মা বসতে দেয়না জাত যাবে বলে জাত যাওয়া সেকি চারটেখানে কথাএই পরবো চলে গেছে আগেই এখন শুরু হয়েছে ধরমের নামে কোন্দল ভারত আট মুসলিম গুলি করে মারবে উপর থেকে অর্ডার আসবে মারদো সব সালেকো   আবার নাসিরনগরে হিন্দুদের ঘরে আগুন যে লোকটার সাথে প্রতিদিন বসে স্বরনের দাম কষাকষি তাকেই না চেনার ভান করে বেধরক পিটুনি  এলাকার মাতাব্বুর মকবুল মিয়া মনে মনে ভাববে মালাওন রা এদেশ থেকে গেলেই	Geopolitical,6,5,Death
পাকিস্তান কে বিশ্ব ম্যপ থেকে মুছে দেবো নিশ্চয় জয় হিন্দুস্থান 	Geopolitical,6,5,Death
কিছুই হবেনা  সব মিডিয়ার বাড়াবাড়ি  ভারত পাকিস্তানকে পাগলা কুত্তায় কামড়ায়নি যে একজন আরেকজনকে ভয়াবহ আক্রমণ করবে  ওইরকম মাঝেমাঝে দুইচারআটদশজন মরবে  তার বেশিকিছু হবেনা	Geopolitical,6,5,Death
খানকির পোলা তুই ন মরস আইজু,6,5,Death
মাগির ছেলেদেরকে আজকে ফাঁসি দেওয়া হোক মেয়ে দেরকে আগে,6,5,Death
হাৰামীৰ ফাঁচী চাই,6,5,Death
ওর গুদের মধ্য মোটা বাশ দিয়ে গূতিয়ে রক্ত বের করে দিতে হবে,6,5,Death
ওদের ফাঁসি চাই,6,5,Death
ও মহিলাকে ফাসিতে জুলিয়ে মারা দরকার	Personal,6,5,Death
তুই কেন মরলিনা কুত্তার বাচ্চা তুই বেঁচে থাকলেতো ইসলামের ই ক্ষতি।,6,5,Death
শালারে পুইতালা শালারে,6,5,Death
ভারত রেন্ডিমাগি পাকিস্তান খাংকীমাগির পুত  মরুক দুই বানচোত 	Geopolitical,6,5,Death
"বাল ফালাইবার গেছে, বিশ্বকাপ চুদাইতে গেছে,খানকীর পোলারা ২০ টাকা এন্ট্রি ফি দিয়া ইজতেমা মাঠে খেলবার যোগ্যতা রাখে না তারা গেছে বিশ্বকাপ চুদাইবার। কয়টা টাকা থাকলে খানকীর পোলাগো ওমান গিয়া পিডায়া আইতাম।",6,5,Death
হারামি মুদি অমিত শাহ শয়তান দুটো কবে দুনিয়া থেকে যাবি তোদের ঠিকানা তো জাহান্নাম,6,5,Death
যে ব্যাক্তি মামুনুল হক ঘরে কে কোন ধরনের কোন খারাপ মক্তব্য করে তাদেরই জন্মের ঠিক নাই। ওবয়ে তাদের কে খুন করে ফেলা উচিৎ,6,5,Death
করো । হাজার হাজারকেতো মেরে ফেলেছ প্রয়োজনে আরো মার শুধু মাত্র আমাদের বাংলাদেশে তাদের আসতে দিয়োনা । এটাই কি আসল মতলব । এমন অমানবতা সুলভ কথা আমার মনপুতঃ নয় । বরং এক্ষুনি তাদের জীবন রক্ষার্থে আশ্রয় শিবিরের ব্যবস্হা করুন এবং তাদের সম্পূর্ণ নিরাপত্তার ব্যবস্হা নিশ্চিত করেই তাদের আন্তর্জাতিক সংস্থা জাতিসংঘ বা ইউরোপিয় ইউনি য়ন ইত্যাদির মধ্,6,5,Death
কুত্তার বাচ্চাকে জবই করা হোক,6,5,Death
য়ুই খাংকির পুলারেতো ফাসি দেওয়া ওচিত,6,5,Death
কুতার বাচারে মাইরা লামু,6,5,Death
এই শুয়োরের বাচ্চা দের সরাসরি ক্রসফায়ার দিন । কোন জবানবন্দি ছাড়া,6,5,Death
পাকিস্তানের এর পর সৈন্য হত্যা করবে ভারতীয় সেনা এই খবরটাও দিস যেন	Geopolitical,6,5,Death
দেশে জঈি না মেরে আগে এদেরকে মারা উচিত,6,5,Death
তুই মাগি মরে যাওয়া উচিৎ। সখকত দেখ।আমাদের মত অবিবাহীত ছেলে কি নজরে আসেনি,6,5,Death
যত দ্রুত সম্ভব ফাঁসি কার্যকর হোক । এদের মতো নর পিশাচ অত্যাচারী গোটা বিশ্বে বিরল। ফাঁসি তে তো কষ্ট কম। রাফির মতো জানোয়ার গুলো কে কেরোসিন ঢেলে আগুন ধরিয়ে দেয়া দরকার ছিল । এদের মধ্যে কাউকে করুনা বশে ছেড়ে দিলে বাংলা দেশের জনগণের কপালে আরও দুর্ভোগ ঘনাবে। তাই কালতিবিলম্ব না করে ফাঁসি র কাজ শেষ করা হোক । রাফি র জ্বলন্ত আত্মার চিরশান্তি লাভ করুক ।,6,5,Death
ফাসি চাই যেন আর কেউ না করে,6,5,Death
হিরো আলমের ফাঁসি চাই,6,5,Death
এ সিফাত বেরসা মাগির পোলা তোর সেটার মোদে বাংলাদেশ এর আগুনে পুড়িয়ে গরম সিক লাল করে ঢুকে দিব আয় তুই বাংলাদেশ এর মাটিতেদেখি তোর বুকে কয়টা কলিজা আছে মদ গাঁজা তোর সাউয়ের মোদে ঢাকা ঢুকে দিব,6,5,Death
লাঠিদিয়া পিটাইয়া মেরে ফেলা দরকার বিএসএফ কে	Geopolitical,6,5,Death
কাচা মরিচ জাল টমেটু লাল আগুন দিয়ে পুরা ফেলবো সাংবাদিক হালা বাল,6,5,Death
এই শুয়ার টাকে ফাঁসি দেয়া হক,6,5,Death
শাহারিয়ারের হাত পা বেধে কুকুরের খাদ্য বানানো উচিৎ। খানকির পোলা নাস্তিক।,6,5,Death
মিন্নির নামটা শুনলে রক্ত মাথায় উটে যাই আমার।তাকে কেন বাঁচিয়ে রেখেছে?? মিন্নি আর মিতু দুই মাগীরই ফাঁসি চায়।।,6,5,Death
এই কুত্তার গলা থেকে শুরু করে সব অঙ্গ কেটে টুকরো টুকরো করে জালিয়ে ফেলা উচিৎ,6,5,Death
